Year,GEO,RATE_Professional occupations in education services [40]#Persons#thousands#14100312_StatsCanada,RATE_Transport and heavy equipment operation and related maintenance occupations [75]#Persons#thousands#14100312_StatsCanada,"RATE_Paraprofessional occupations in legal, social, community and education services [42]#Persons#thousands#14100312_StatsCanada",RATE_Middle management occupations in retail and wholesale trade and customer services [06]#Persons#thousands#14100312_StatsCanada,RATE_Office support occupations [14]#Persons#thousands#14100312_StatsCanada,RATE_Retail sales supervisors and specialized sales occupations [62]#Persons#thousands#14100312_StatsCanada
2013,"Vancouver Island and Coast, British Columbia",13.1,12.5,8,14.8,15.2,10.1
2013,"West Coast-Northern Peninsula-Labrador, Newfoundland and Labrador",2,2.2,0.7,1.4,2.2,1.2
2013,"Windsor-Sarnia, Ontario",13.3,12,6.3,9.9,11.6,8.5
2013,"Winnipeg, Manitoba",14,12.1,10.3,10.4,20.5,10.7
2013,"Wood Buffalo-Cold Lake, Alberta",2.1,7,1.5,1.7,3.6,1.8
2013,"Yorkton-Melville, Saskatchewan",1.5,2.3,0.9,1.1,0.9,1.6
2014,"Abitibi-Témiscamingue, Quebec",2.9,4.2,2.8,1.9,3.4,3.1
2014,Alberta,67,100.1,40.8,62.9,100.2,70.8
2014,"Annapolis Valley, Nova Scotia",2.5,2.8,1.3,2.3,2.2,2.1
2014,"Avalon Peninsula, Newfoundland and Labrador",5.8,4.4,3,4.1,6.1,4.7
2014,"Banff-Jasper-Rocky Mountain House and Athabasca-Grande Prairie-Peace River, Alberta",4.6,13.2,3.6,6.3,7.9,5.2
2014,"Bas-Saint-Laurent, Quebec",3.5,4.6,4.1,3,3.1,1.6
2014,British Columbia,85.8,86.5,51.1,74.3,112.9,78.6
2014,"Calgary, Alberta",23.7,28.4,16.3,24.4,37.6,27.9
2014,"Campbellton-Miramichi, New Brunswick",2.6,2.8,0.9,1.7,2.4,1.4
2014,"Camrose-Drumheller, Alberta",2.9,5.3,1.8,3.5,4.5,2.5
2014,Canada,698.4,667.9,432.4,553,812.9,561.5
2014,"Cape Breton, Nova Scotia",2.5,2.5,0.8,1.6,1.9,1.4
2014,"Capitale-Nationale, Quebec",19.3,12.4,11.2,10.6,14,12.4
2014,"Cariboo, British Columbia",3.6,4,2,3.4,3.4,2.2
2014,"Centre-du-Québec, Quebec",4,6.9,5.6,1.8,2.8,2.8
2014,"Chaudière-Appalaches, Quebec",6.4,9.8,8.7,5.9,8.8,6.8
2014,"Côte-Nord and Nord-du-Québec, Quebec",2,3.1,,1.8,1.6,
2014,"Edmonton, Alberta",26.2,35.5,13.3,19.2,33.2,23.6
2014,"Edmundston-Woodstock, New Brunswick",1.2,2.3,0.5,1.2,1.1,0.8
2014,"Estrie, Quebec",8.4,5.6,4.8,4.5,5.8,4.1
2014,"Fredericton-Oromocto, New Brunswick",4.2,1.9,1.1,1.9,3.7,1.4
2014,"Gaspésie-Îles-de-la-Madeleine, Quebec",2.3,1.8,,,,
2014,"Halifax, Nova Scotia",9.2,6.5,5.7,7.6,12,7.6
2014,"Hamilton-Niagara Peninsula, Ontario",29.1,25.8,12.5,26.2,31.2,25.5
2014,"Interlake, Manitoba",1.7,2.7,1.2,1.7,2.5,1.1
2014,"Kingston-Pembroke, Ontario",9.4,10.9,4.4,6.7,7.9,7.3
2014,"Kitchener-Waterloo-Barrie, Ontario",29,28.6,15.8,20.6,29.6,23.4
2014,"Kootenay, British Columbia",2.1,3.2,,2.6,3.6,2
2014,"Lanaudière, Quebec",9.3,15.8,9.1,7.6,9.2,6.4
2014,"Laurentides, Quebec",8.8,16.7,8.8,9.7,10.8,10
2014,"Laval, Quebec",10.2,7.1,8.3,11.9,11.3,7.3
2014,"Lethbridge-Medicine Hat, Alberta",3.4,6.4,2,3.9,7,5.8
2014,"London, Ontario",15.4,16.3,8.4,10.6,14.5,8.9
2014,"Lower Mainland-Southwest, British Columbia",55.4,54.5,30.1,49,78,52.2
2014,Manitoba,24.9,26.3,18.2,17.9,32.9,17.1
2014,"Mauricie, Quebec",5.3,5.2,5.1,3.5,5,2.2
2014,"Moncton-Richibucto, New Brunswick",4.4,4.3,2.7,2.8,5.5,4
2014,"Montréal, Quebec",44.8,23.1,29.9,33.3,45.3,31.9
2014,"Montérégie, Quebec",26.5,27.3,23.3,21.9,34.9,25.2
2014,"Muskoka-Kawarthas, Ontario",4.8,4.3,4.3,9.7,6.1,4.8
2014,New Brunswick,15.4,14.1,7,10.5,17.3,10.5
2014,Newfoundland and Labrador,9.9,9.8,4.7,6.7,10.3,7.7
2014,"North Coast and Nechako, British Columbia",1.5,2.1,,2,1.5,
2014,"North Shore, Nova Scotia",2.9,3.4,0.9,2.3,2.8,1.8
2014,"Northeast, British Columbia",,2.8,,,1.8,
2014,"Northeast, Ontario",11.5,12.2,7.5,7,12.5,6.4
2014,"Northwest, Ontario",4.2,5.4,3.3,3.3,5.8,2.4
2014,Nova Scotia,18.7,17.1,9.8,15.3,20.8,14.1
2014,Ontario,281.6,229.3,150.6,219.8,315.7,221.2
2014,"Ottawa, Ontario",30.2,17.9,18.8,20.1,31.9,18.4
2014,"Outaouais, Quebec",8.9,6.2,7.1,4.7,11.8,3.9
2014,"Parklands and North, Manitoba",1.8,1.9,1.1,1.3,1.6,0.7
2014,"Prince Albert and Northern, Saskatchewan",4,5.3,2,2.9,4.3,2.7
2014,Prince Edward Island,3.1,3.1,1.7,2.5,3.6,1.8
2014,Quebec,168.7,156.8,136,126.9,172.9,121.9
2014,"Red Deer, Alberta",3.9,5.1,2.6,4.1,5.5,4
2014,"Regina-Moose Mountain, Saskatchewan",5.9,7.6,4.6,5.2,10.6,6
2014,"Saguenay-Lac-Saint-Jean, Quebec",6.1,6.9,4.7,3.5,3.9,3.1
2014,"Saint John-St. Stephen, New Brunswick",2.9,2.8,1.8,2.9,4.6,2.8
2014,Saskatchewan,23.2,24.8,12.5,16.2,26.4,17.7
2014,"Saskatoon-Biggar, Saskatchewan",10.1,7.1,3.9,4.5,8.4,6
2014,"South Central and North Central, Manitoba",2.4,2.9,1.3,1.6,2.5,1.7
2014,"South Coast-Burin Peninsula and Notre Dame-Central Bonavista Bay, Newfoundland and Labrador",2.2,3.4,0.8,1.3,1.9,1.7
2014,"Southeast, Manitoba",2.2,2.8,1.6,1.7,2.2,1.1
2014,"Southern, Nova Scotia",1.7,1.9,1,1.6,1.9,1.2
2014,"Southwest, Manitoba",2,3,1.7,1.8,2.5,2.2
2014,"Stratford-Bruce Peninsula, Ontario",4,6.7,2.9,4.5,4.5,3.2
2014,"Swift Current-Moose Jaw, Saskatchewan",1.9,2.6,1.2,1.9,1.6,1.8
2014,"Thompson-Okanagan, British Columbia",7.2,9.6,6.1,5.2,11.7,8.4
2014,"Toronto, Ontario",131.8,88.2,65.7,102.6,160.8,112.9
2014,"Vancouver Island and Coast, British Columbia",15.2,10.3,10.2,11.6,12.9,12.4
2014,"West Coast-Northern Peninsula-Labrador, Newfoundland and Labrador",1.9,2,0.9,1.3,2.3,1.3
2014,"Windsor-Sarnia, Ontario",12.3,13,7,8.6,10.9,8
2014,"Winnipeg, Manitoba",14.8,13.1,11.3,9.8,21.6,10.3
2014,"Wood Buffalo-Cold Lake, Alberta",2.4,6.2,,,4.6,1.7
2014,"Yorkton-Melville, Saskatchewan",1.3,2.2,0.7,1.7,1.5,1.2
2015,"Abitibi-Témiscamingue, Quebec",2,4.1,2.6,1.7,3,1.9
2015,Alberta,73.8,104.2,43,67.3,100.4,61.3
2015,"Annapolis Valley, Nova Scotia",2.3,2.6,1.6,1.2,2.4,1.5
2015,"Avalon Peninsula, Newfoundland and Labrador",5.2,4.7,3.9,3.1,7.3,4.7
2015,"Banff-Jasper-Rocky Mountain House and Athabasca-Grande Prairie-Peace River, Alberta",5.4,14.8,2.2,7.6,6.6,5.3
2015,"Bas-Saint-Laurent, Quebec",4.5,4.1,2.5,2.7,3.6,1.6
2015,British Columbia,83.5,89.2,53.8,76.7,106.1,73.8
2015,"Calgary, Alberta",26.3,33.5,17.9,27.7,39.4,22.9
2015,"Campbellton-Miramichi, New Brunswick",1.7,2.7,1.1,1.7,2.8,1.6
2015,"Camrose-Drumheller, Alberta",3.1,5.7,,2.7,3.8,2.2
2015,Canada,732.8,664.2,439.1,556.6,796.5,549.8
2015,"Cape Breton, Nova Scotia",2,2.3,1.1,1.5,2,1.2
2015,"Capitale-Nationale, Quebec",17.2,10.4,14.2,8.3,17.1,13.2
2015,"Cariboo, British Columbia",2.4,4.4,1.6,2.6,2.7,2.6
2015,"Centre-du-Québec, Quebec",4.2,7.4,4.1,2.3,4.5,2.5
2015,"Chaudière-Appalaches, Quebec",8,8.7,6.3,5.1,9.9,5.3
2015,"Côte-Nord and Nord-du-Québec, Quebec",2.2,2.1,1.7,,,
2015,"Edmonton, Alberta",26.7,31.9,15.6,20.2,36.2,21.1
2015,"Edmundston-Woodstock, New Brunswick",1.3,2.5,0.7,0.8,1.2,0.7
2015,"Estrie, Quebec",6.2,6.1,5.2,4.3,5.1,3.3
2015,"Fredericton-Oromocto, New Brunswick",4.3,2.2,2.3,2,3.2,2.5
2015,"Gaspésie-Îles-de-la-Madeleine, Quebec",1.8,2.1,1.5,1.6,,
2015,"Halifax, Nova Scotia",9.7,6.8,5.3,7.5,12.2,9.2
2015,"Hamilton-Niagara Peninsula, Ontario",34.3,25.1,14.3,22.3,29.7,25.6
2015,"Interlake, Manitoba",1.1,2.8,1.1,1.7,1.8,1.3
2015,"Kingston-Pembroke, Ontario",9.2,6,5.4,6.7,8.6,5.9
2015,"Kitchener-Waterloo-Barrie, Ontario",34.7,25.2,16.5,22.3,28.8,22.8
2015,"Kootenay, British Columbia",1.5,4.1,,3.1,1.8,2.8
2015,"Lanaudière, Quebec",8.7,10,9.9,7.7,8.9,8
2015,"Laurentides, Quebec",10.2,15.1,11,9.9,9.5,10.7
2015,"Laval, Quebec",6.1,10.4,7.3,8.6,10.5,4.6
2015,"Lethbridge-Medicine Hat, Alberta",6,6.5,2.6,3.6,5.6,3.1
2015,"London, Ontario",15.6,12.1,7.3,9,11.4,10.1
2015,"Lower Mainland-Southwest, British Columbia",54.6,50.5,34.2,47,71.2,49.1
2015,Manitoba,26.4,27.5,18,16.7,33.3,18.5
2015,"Mauricie, Quebec",4.9,3.6,3.5,3.3,3.9,2.9
2015,"Moncton-Richibucto, New Brunswick",5.2,4.4,2.8,3.8,4.5,3.1
2015,"Montréal, Quebec",52.9,21.5,26.9,35,50.1,24.7
2015,"Montérégie, Quebec",32.3,28.9,24.8,20.8,31,23
2015,"Muskoka-Kawarthas, Ontario",6.9,8.9,4.8,6.5,6.7,5.4
2015,New Brunswick,15.1,14.9,8.5,10.6,15.9,10.5
2015,Newfoundland and Labrador,9.1,10.3,5.1,6.3,12.4,7.1
2015,"North Coast and Nechako, British Columbia",1.7,2.2,,1.5,2,
2015,"North Shore, Nova Scotia",3.1,2.9,1.3,2.6,2.6,2
2015,"Northeast, British Columbia",,3.6,,,1.7,
2015,"Northeast, Ontario",10.2,10.5,7.6,7.6,9.9,5.7
2015,"Northwest, Ontario",4.9,4.6,3.2,3.7,4.7,2.3
2015,Nova Scotia,19.1,16.3,10.3,14.3,21.4,15.7
2015,Ontario,303.1,226,154.3,223.4,302.4,234.7
2015,"Ottawa, Ontario",30.9,19.2,17.7,19,35.2,19.7
2015,"Outaouais, Quebec",9.8,6.1,7.2,5.7,11.3,4.3
2015,"Parklands and North, Manitoba",1.8,1.8,1.2,1,1.8,1
2015,"Prince Albert and Northern, Saskatchewan",3.9,4.8,2.6,2.7,4.3,2.3
2015,Prince Edward Island,2.9,2.7,1.6,2.6,3.4,2
2015,Quebec,176.7,147,132.1,121.7,175.4,110.7
2015,"Red Deer, Alberta",3.8,5.6,2.1,3.7,4.7,4.7
2015,"Regina-Moose Mountain, Saskatchewan",6.7,8,3.9,6.3,9.2,5.2
2015,"Saguenay-Lac-Saint-Jean, Quebec",5.9,6.7,3.4,3.9,4.6,2.8
2015,"Saint John-St. Stephen, New Brunswick",2.6,3.1,1.6,2.1,4,2.5
2015,Saskatchewan,23.2,26.1,12.3,17.1,26,15.6
2015,"Saskatoon-Biggar, Saskatchewan",9.3,8.7,4.5,5.3,8.9,5.4
2015,"South Central and North Central, Manitoba",2.9,2.2,1.2,1.7,2.3,1.3
2015,"South Coast-Burin Peninsula and Notre Dame-Central Bonavista Bay, Newfoundland and Labrador",2.2,3.2,0.6,2,2.6,1.3
2015,"Southeast, Manitoba",2.1,3.8,1.7,1.5,2.6,1.6
2015,"Southern, Nova Scotia",2,1.6,0.9,1.5,2.1,1.8
2015,"Southwest, Manitoba",2,2.6,1.2,1.2,2.1,1.7
2015,"Stratford-Bruce Peninsula, Ontario",4.6,7.3,3.7,5.6,4,2.7
2015,"Swift Current-Moose Jaw, Saskatchewan",2.3,2.5,0.8,1.5,1.7,1.4
2015,"Thompson-Okanagan, British Columbia",8.2,12.5,6.9,8.4,9,7.7
2015,"Toronto, Ontario",139.8,94.7,68.4,112.8,153.1,124.1
2015,"Vancouver Island and Coast, British Columbia",14.2,11.9,8.5,13.1,17.6,9.6
2015,"West Coast-Northern Peninsula-Labrador, Newfoundland and Labrador",1.7,2.5,0.6,1.2,2.6,1
2015,"Windsor-Sarnia, Ontario",12,12.3,5.3,7.9,10.4,10.4
2015,"Winnipeg, Manitoba",16.6,14.2,11.5,9.6,22.7,11.6
2015,"Wood Buffalo-Cold Lake, Alberta",2.5,6.2,,1.8,4,2
2015,"Yorkton-Melville, Saskatchewan",1,2.1,0.6,1.2,1.9,1.2
2016,"Abitibi-Témiscamingue, Quebec",2.6,3.7,2.6,2.8,1.6,2
2016,Alberta,85,94.5,46.1,61.5,84.9,71.7
2016,"Annapolis Valley, Nova Scotia",1.5,3,1.4,1.5,2.6,2.1
2016,"Avalon Peninsula, Newfoundland and Labrador",5.2,4.7,3,2.6,6.4,4.6
2016,"Banff-Jasper-Rocky Mountain House and Athabasca-Grande Prairie-Peace River, Alberta",6.1,12.9,2.9,5.3,7.9,5.5
2016,"Bas-Saint-Laurent, Quebec",4.4,4.1,4,3.2,1.9,2.5
2016,British Columbia,85.1,85.3,53.5,71.5,96.6,84.8
2016,"Calgary, Alberta",32.4,26,17,22.3,32.5,30.2
2016,"Campbellton-Miramichi, New Brunswick",2,3.2,0.9,1.7,1.8,1.8
2016,"Camrose-Drumheller, Alberta",2.1,4.8,1.8,2.3,3,1.6
2016,Canada,728.7,649.4,466.5,541,646.1,590.2
2016,"Cape Breton, Nova Scotia",2.5,1.9,1.1,1.1,1.9,1.2
2016,"Capitale-Nationale, Quebec",17.5,10.5,13.6,12.3,12.9,11.7
2016,"Cariboo, British Columbia",2.9,4.6,1.7,2,2.4,2.6
2016,"Centre-du-Québec, Quebec",5.3,4.2,5.5,2.1,3.2,2.2
2016,"Chaudière-Appalaches, Quebec",8.3,6.8,8.6,5.4,4.3,6.1
2016,"Côte-Nord and Nord-du-Québec, Quebec",2.4,2.2,1.5,,,
2016,"Edmonton, Alberta",31.5,32.4,17.1,22.3,30.5,25.3
2016,"Edmundston-Woodstock, New Brunswick",1.5,2.7,0.6,1.2,1.3,0.8
2016,"Estrie, Quebec",7.8,5.3,5.4,4.4,3.1,3.2
2016,"Fredericton-Oromocto, New Brunswick",4.2,2.2,2,1.5,2.6,2.9
2016,"Gaspésie-Îles-de-la-Madeleine, Quebec",,1.6,,,,
2016,"Halifax, Nova Scotia",11.6,6.4,5.3,7.4,9,7.8
2016,"Hamilton-Niagara Peninsula, Ontario",31,28,17.2,21.5,25.4,23.2
2016,"Interlake, Manitoba",1.1,2.8,1.7,1.2,1.4,0.9
2016,"Kingston-Pembroke, Ontario",14.1,6.5,4.9,7.7,6.9,8.6
2016,"Kitchener-Waterloo-Barrie, Ontario",34.6,24.7,13.3,19.5,25.9,24.2
2016,"Kootenay, British Columbia",1.8,3.8,1.5,2.5,1.8,1.6
2016,"Lanaudière, Quebec",8.8,13.7,10.1,6.5,5.9,9
2016,"Laurentides, Quebec",14,12.6,11.5,8.5,8.2,7.6
2016,"Laval, Quebec",9.3,8.4,9.9,9.7,9.1,7.5
2016,"Lethbridge-Medicine Hat, Alberta",6.8,7.9,3.7,3.9,5,4
2016,"London, Ontario",16.1,13.7,7.7,8,11,9.5
2016,"Lower Mainland-Southwest, British Columbia",56.7,49.6,34,45.1,63.9,58.9
2016,Manitoba,24.6,25.1,20,15.2,27.5,18.2
2016,"Mauricie, Quebec",5.7,4.6,4.3,5.2,3.5,2.8
2016,"Moncton-Richibucto, New Brunswick",4.7,4.4,2.5,3.5,4.7,3.8
2016,"Montréal, Quebec",46.1,21,29.6,34.6,32.8,33.1
2016,"Montérégie, Quebec",25.2,32.5,25,22.3,25.7,24.2
2016,"Muskoka-Kawarthas, Ontario",7.2,8.2,6.1,6.5,7.1,4.5
2016,New Brunswick,14.7,15.7,8.2,10.4,13.9,12.6
2016,Newfoundland and Labrador,7.7,9.4,4.1,5.9,10.2,6.8
2016,"North Coast and Nechako, British Columbia",,1.8,,1.5,1.5,
2016,"North Shore, Nova Scotia",3.2,2.5,2.2,1.8,2.5,2.5
2016,"Northeast, British Columbia",,2.5,,,1.7,
2016,"Northeast, Ontario",10.1,14.2,6.4,8.7,10.5,8.1
2016,"Northwest, Ontario",5.2,3.9,3.2,3.3,3.8,3.1
2016,Nova Scotia,20,15.6,10.9,13.8,17.7,15.4
2016,Ontario,293.5,235.3,164,218.2,251.3,242
2016,"Ottawa, Ontario",31.1,19.1,19.7,16.7,22.5,20.8
2016,"Outaouais, Quebec",9.8,6,6.4,4.3,6.2,4.1
2016,"Parklands and North, Manitoba",1.1,1.4,1.1,0.7,1.3,1
2016,"Prince Albert and Northern, Saskatchewan",3.8,4.7,2.3,2.9,3,2.4
2016,Prince Edward Island,2.9,2.8,1.9,1.9,2.8,1.9
2016,Quebec,173.1,142.1,144.3,126.3,122.5,120.4
2016,"Red Deer, Alberta",4.2,5,2.1,3.5,3,3.1
2016,"Regina-Moose Mountain, Saskatchewan",6.5,7,5.7,5,7.6,6
2016,"Saguenay-Lac-Saint-Jean, Quebec",4.7,5.1,5,2.9,2.6,2.7
2016,"Saint John-St. Stephen, New Brunswick",2.4,3.1,2.2,2.5,3.6,3.3
2016,Saskatchewan,22.1,23.7,13.6,16.3,18.8,16.5
2016,"Saskatoon-Biggar, Saskatchewan",9,8.3,4,5.9,5.9,6
2016,"South Central and North Central, Manitoba",2.7,2.7,1.8,1.1,1.9,1.6
2016,"South Coast-Burin Peninsula and Notre Dame-Central Bonavista Bay, Newfoundland and Labrador",1.5,2.7,0.5,2,1.9,1
2016,"Southeast, Manitoba",2.1,2.3,1.7,1.1,2.1,2
2016,"Southern, Nova Scotia",1.1,1.7,0.9,1.9,1.7,1.8
2016,"Southwest, Manitoba",1.8,2.5,1.8,1.9,1.9,1.6
2016,"Stratford-Bruce Peninsula, Ontario",3.8,5.3,3.6,6.1,4,5.4
2016,"Swift Current-Moose Jaw, Saskatchewan",1.9,1.8,0.8,1.6,1.2,1.2
2016,"Thompson-Okanagan, British Columbia",9.8,11,4.9,7,10.9,8.5
2016,"Toronto, Ontario",129.4,99,75.6,113,124.3,128.5
2016,"Vancouver Island and Coast, British Columbia",11.1,12,10,12.4,14.4,10.8
2016,"West Coast-Northern Peninsula-Labrador, Newfoundland and Labrador",1.1,2,0.6,1.2,2,1.2
2016,"Windsor-Sarnia, Ontario",10.8,12.7,6.4,7.4,9.8,6.2
2016,"Winnipeg, Manitoba",15.7,13.4,11.9,9.2,18.9,11.1
2016,"Wood Buffalo-Cold Lake, Alberta",2.1,5.5,1.6,1.9,2.9,2
2016,"Yorkton-Melville, Saskatchewan",0.9,1.8,0.8,0.9,1.2,0.9
2017,"Abitibi-Témiscamingue, Quebec",3.6,3.9,2.7,1.7,1.9,1.8
2017,Alberta,80.1,101.4,45.1,65,73.6,72.9
2017,"Annapolis Valley, Nova Scotia",1.9,2.5,1.7,2.1,1.7,1.6
2017,"Avalon Peninsula, Newfoundland and Labrador",5.4,4,2.8,3.5,5.6,4.7
2017,"Banff-Jasper-Rocky Mountain House and Athabasca-Grande Prairie-Peace River, Alberta",4.4,13.9,3.7,6,6.4,5
2017,"Bas-Saint-Laurent, Quebec",4,4.7,3.1,2.2,,1.6
2017,British Columbia,85.1,79.8,59.9,75,84.8,98.8
2017,"Calgary, Alberta",30,32.1,16.6,24.9,27.6,30.7
2017,"Campbellton-Miramichi, New Brunswick",2.4,2.8,1.4,2.3,1.7,2
2017,"Camrose-Drumheller, Alberta",4.1,6.5,1.8,1.8,2.4,3.3
2017,Canada,721.1,669.5,466.9,544.5,637,641.6
2017,"Cape Breton, Nova Scotia",2.3,2,1,1,1.6,1.1
2017,"Capitale-Nationale, Quebec",20.1,12.3,12.2,11.5,9.2,12.7
2017,"Cariboo, British Columbia",2.7,4.6,2.5,1.6,3.3,2.5
2017,"Centre-du-Québec, Quebec",5.7,7.1,2.4,3.4,3.1,2.9
2017,"Chaudière-Appalaches, Quebec",9.2,9.5,6.8,5.6,4.1,6.6
2017,"Côte-Nord and Nord-du-Québec, Quebec",2.6,3,2,,,1.5
2017,"Edmonton, Alberta",30.4,31.7,15.7,22.8,26.7,24.6
2017,"Edmundston-Woodstock, New Brunswick",1.4,2,0.9,0.9,1.1,0.8
2017,"Estrie, Quebec",6.5,6.4,5.7,3.5,3.8,3.4
2017,"Fredericton-Oromocto, New Brunswick",3.4,2.6,2,1.4,2.1,2.4
2017,"Gaspésie-Îles-de-la-Madeleine, Quebec",1.8,,,,,
2017,"Halifax, Nova Scotia",10.4,6.7,4.8,7.4,9.6,9.6
2017,"Hamilton-Niagara Peninsula, Ontario",30,23.8,19.1,22.1,25.1,27.2
2017,"Interlake, Manitoba",1.4,2.5,1.1,1.5,1.7,1.4
2017,"Kingston-Pembroke, Ontario",12.2,5.5,6.8,6.7,7.2,5.2
2017,"Kitchener-Waterloo-Barrie, Ontario",29.6,24.5,16.8,23.5,22,27
2017,"Kootenay, British Columbia",1.7,2.1,,2.8,2.1,2.1
2017,"Lanaudière, Quebec",7.8,12.4,11.5,7.4,6.5,7.2
2017,"Laurentides, Quebec",10.9,10,7.4,8.4,6.9,12.6
2017,"Laval, Quebec",8,9.3,7.9,9.6,9.9,5.6
2017,"Lethbridge-Medicine Hat, Alberta",4.6,6.4,3.5,4.2,4.3,3.6
2017,"London, Ontario",13.1,14.5,7.9,7.6,12.7,11.2
2017,"Lower Mainland-Southwest, British Columbia",56.9,48.7,40,48.4,53.9,67.3
2017,Manitoba,25.4,26.2,21,17,25.2,21.6
2017,"Mauricie, Quebec",5.7,4.8,5,3.5,3.5,3.6
2017,"Moncton-Richibucto, New Brunswick",4.7,4.3,2.6,3.5,4.6,4.5
2017,"Montréal, Quebec",56.2,26.6,26.8,39.3,34.2,28.9
2017,"Montérégie, Quebec",28.9,31.7,26.8,21.5,19,23.2
2017,"Muskoka-Kawarthas, Ontario",5.3,10.7,4.3,5.9,7,7.2
2017,New Brunswick,15.3,13.6,9,10.7,13.2,13.3
2017,Newfoundland and Labrador,8.7,9.3,4.3,6.6,8.4,7.4
2017,"North Coast and Nechako, British Columbia",1.5,2.1,,,,
2017,"North Shore, Nova Scotia",3.1,3.1,1.7,2.5,3.3,1.9
2017,"Northeast, British Columbia",,2.6,,,1.6,
2017,"Northeast, Ontario",10.8,13,8,7,10.3,7.8
2017,"Northwest, Ontario",4.9,4.8,3.3,2.6,4.6,2.7
2017,Nova Scotia,19.5,16.1,10.1,15.2,17.2,15.6
2017,Ontario,276.9,240.1,168.2,208.9,279.9,271.1
2017,"Ottawa, Ontario",34.5,19.4,18.3,16.3,31,24.6
2017,"Outaouais, Quebec",9.3,6.5,8.1,4.7,7.2,5.4
2017,"Parklands and North, Manitoba",1.7,1.2,1.2,1.2,1,0.8
2017,"Prince Albert and Northern, Saskatchewan",3.3,5.1,2.4,2.7,3.1,2.9
2017,Prince Edward Island,2.9,3.1,1.8,2.4,2.9,2.1
2017,Quebec,185.9,154.9,135.4,127.8,114.7,121.5
2017,"Red Deer, Alberta",3.7,5.3,2.6,3.7,3,3.3
2017,"Regina-Moose Mountain, Saskatchewan",5.5,7,4.5,5.8,5.8,6.2
2017,"Saguenay-Lac-Saint-Jean, Quebec",5.6,5.2,5.5,3.5,2.4,3.8
2017,"Saint John-St. Stephen, New Brunswick",3.4,2,2.1,2.6,3.8,3.5
2017,Saskatchewan,21.3,25,12,16,17.2,17.3
2017,"Saskatoon-Biggar, Saskatchewan",10.2,8.3,3.7,5.3,6,5.9
2017,"South Central and North Central, Manitoba",1.8,3.5,1.3,1.2,1.5,2.4
2017,"South Coast-Burin Peninsula and Notre Dame-Central Bonavista Bay, Newfoundland and Labrador",1.7,3.1,0.9,1.8,1.6,1.2
2017,"Southeast, Manitoba",2.5,2.9,1.9,1.6,2.3,1.8
2017,"Southern, Nova Scotia",1.8,1.8,0.9,2.4,1.1,1.4
2017,"Southwest, Manitoba",1.9,2.6,2.1,1.5,1.9,1.6
2017,"Stratford-Bruce Peninsula, Ontario",4.3,6.8,3.5,4,2.7,5.7
2017,"Swift Current-Moose Jaw, Saskatchewan",1.4,2.1,0.9,1.5,1.6,1.3
2017,"Thompson-Okanagan, British Columbia",7.9,9.6,4.9,9.2,10,11.1
2017,"Toronto, Ontario",121.1,107,73.3,105.2,145.8,143.6
2017,"Vancouver Island and Coast, British Columbia",13.3,10.1,9.7,10.7,12.6,13.5
2017,"West Coast-Northern Peninsula-Labrador, Newfoundland and Labrador",1.6,2.2,0.6,1.2,1.2,1.4
2017,"Windsor-Sarnia, Ontario",11.2,10.1,6.8,8,11.4,9
2017,"Winnipeg, Manitoba",16.1,13.6,13.4,9.9,16.8,13.5
2017,"Wood Buffalo-Cold Lake, Alberta",2.8,5.4,,1.7,3.2,2.4
2017,"Yorkton-Melville, Saskatchewan",0.8,2.5,0.5,0.7,0.8,0.9
2018,"Abitibi-Témiscamingue, Quebec",3.4,5.1,2.6,1.8,1.8,2
2018,Alberta,89.5,98.3,42.9,65.6,85.7,77.6
2018,"Annapolis Valley, Nova Scotia",2.2,2.1,1.1,2.8,1.7,2.5
2018,"Avalon Peninsula, Newfoundland and Labrador",4.9,4.9,2.8,3.3,5.8,5.1
2018,"Banff-Jasper-Rocky Mountain House and Athabasca-Grande Prairie-Peace River, Alberta",5.2,15.4,2.9,6.8,7,6.3
2018,"Bas-Saint-Laurent, Quebec",3.7,5.3,3.9,2.9,2.1,2.2
2018,British Columbia,80.8,86.4,52.2,76.3,91.1,98.6
2018,"Calgary, Alberta",31.3,30.3,17.4,26.3,29.3,29.5
2018,"Campbellton-Miramichi, New Brunswick",2.3,2.8,1.1,1.4,2.9,1.7
2018,"Camrose-Drumheller, Alberta",3.1,5.1,,2.3,4.3,3.9
2018,Canada,755.3,704.7,450.1,559.1,680,661.2
2018,"Cape Breton, Nova Scotia",1.8,1.9,1,0.9,1.9,1.2
2018,"Capitale-Nationale, Quebec",22.6,13.1,10.2,12,11,14.1
2018,"Cariboo, British Columbia",2.8,4.3,1.6,1.8,3.7,2.4
2018,"Centre-du-Québec, Quebec",3,4.4,4.6,2.6,3.6,4.9
2018,"Chaudière-Appalaches, Quebec",8.4,10.1,6.9,4.7,5.3,6.7
2018,"Côte-Nord and Nord-du-Québec, Quebec",3.3,2.1,2.2,,,
2018,"Edmonton, Alberta",37.9,30.4,14.5,21.3,32.8,26.6
2018,"Edmundston-Woodstock, New Brunswick",1.9,2.3,0.5,0.8,1.2,1
2018,"Estrie, Quebec",8.4,5.8,6.2,4.4,3.7,4.2
2018,"Fredericton-Oromocto, New Brunswick",3.3,2.3,1.9,2.1,2.7,2.5
