Year,GEO,RATE_Not in labour force#Persons#thousands#14100090_StatsCanada
2008,"Saskatoon-Biggar, Saskatchewan",67.6
2008,"South Central and North Central, Manitoba",24.5
2008,"South Coast-Burin Peninsula and Notre Dame-Central Bonavista Bay, Newfoundland and Labrador",57.6
2008,"Southeast, Manitoba",25.6
2008,"Southern, Nova Scotia",40.2
2008,"Southwest, Manitoba",26.0
2008,"Stratford-Bruce Peninsula, Ontario",84.8
2008,"Swift Current-Moose Jaw, Saskatchewan",27.0
2008,"Thompson-Okanagan, British Columbia",149.6
2008,"Toronto, Ontario",1480.5
2008,"Vancouver Island and Coast, British Columbia",220.1
2008,"West Coast-Northern Peninsula-Labrador, Newfoundland and Labrador",38.5
2008,"Windsor-Sarnia, Ontario",185.0
2008,"Winnipeg, Manitoba",160.7
2008,"Wood Buffalo-Cold Lake, Alberta",18.8
2008,"Yorkton-Melville, Saskatchewan",23.0
2008,Yukon,5.9
2009,"Abitibi-Témiscamingue, Quebec",44.1
2009,Alberta,749.6
2009,"Annapolis Valley, Nova Scotia",38.8
2009,"Avalon Peninsula, Newfoundland and Labrador",80.5
2009,"Banff-Jasper-Rocky Mountain House and Athabasca-Grande Prairie-Peace River, Alberta",61.6
2009,"Bas-Saint-Laurent, Quebec",67.9
2009,British Columbia,1233.6
2009,"Calgary, Alberta",252.8
2009,"Campbellton-Miramichi, New Brunswick",60.3
2009,"Camrose-Drumheller, Alberta",43.3
2009,Canada,8952.1
2009,"Cape Breton, Nova Scotia",51.6
2009,"Capitale-Nationale, Quebec",200.1
2009,"Cariboo, British Columbia",41.3
2009,"Centre-du-Québec, Quebec",66.4
2009,"Chaudière-Appalaches, Quebec",112.0
2009,"Côte-Nord and Nord-du-Québec, Quebec",37.5
2009,"Edmonton, Alberta",264.2
2009,"Edmundston-Woodstock, New Brunswick",23.7
2009,"Estrie, Quebec",88.6
2009,"Fredericton-Oromocto, New Brunswick",33.6
2009,"Gaspésie-Îles-de-la-Madeleine, Quebec",38.4
2009,"Halifax, Nova Scotia",93.7
2009,"Hamilton-Niagara Peninsula, Ontario",384.3
2009,"Interlake, Manitoba",23.1
2009,"Kingston-Pembroke, Ontario",135.6
2009,"Kitchener-Waterloo-Barrie, Ontario",292.3
2009,"Kootenay, British Columbia",46.7
2009,"Lanaudière, Quebec",121.3
2009,"Laurentides, Quebec",148.3
2009,"Laval, Quebec",107.0
2009,"Lethbridge-Medicine Hat, Alberta",69.0
2009,"London, Ontario",172.9
2009,"Lower Mainland-Southwest, British Columbia",731.3
2009,Manitoba,283.4
2009,"Mauricie, Quebec",95.0
2009,"Moncton-Richibucto, New Brunswick",54.5
2009,"Montréal, Quebec",558.7
2009,"Montérégie, Quebec",381.0
2009,"Muskoka-Kawarthas, Ontario",127.0
2009,New Brunswick,219.9
2009,Newfoundland and Labrador,177.8
2009,"North Coast and Nechako, British Columbia",20.7
2009,"North Shore, Nova Scotia",52.2
2009,"Northeast, British Columbia",13.1
2009,"Northeast, Ontario",187.4
2009,Northwest Territories,9.2
2009,"Northwest, Ontario",65.3
2009,Nova Scotia,276.2
2009,Nunavut,8.2
2009,Ontario,3490.8
2009,"Ottawa, Ontario",311.0
2009,"Outaouais, Quebec",92.5
2009,"Parklands and Northern, Manitoba",20.0
2009,"Prince Albert and Northern, Saskatchewan",49.3
2009,Prince Edward Island,37.2
2009,Quebec,2250.7
2009,"Red Deer, Alberta",37.6
2009,"Regina-Moose Mountain, Saskatchewan",67.1
2009,"Saguenay-Lac-Saint-Jean, Quebec",92.1
2009,"Saint John-St. Stephen, New Brunswick",47.7
2009,Saskatchewan,232.9
2009,"Saskatoon-Biggar, Saskatchewan",66.0
2009,"South Central and North Central, Manitoba",25.7
2009,"South Coast-Burin Peninsula and Notre Dame-Central Bonavista Bay, Newfoundland and Labrador",59.4
2009,"Southeast, Manitoba",25.1
2009,"Southern, Nova Scotia",39.9
2009,"Southwest, Manitoba",25.5
2009,"Stratford-Bruce Peninsula, Ontario",87.1
2009,"Swift Current-Moose Jaw, Saskatchewan",27.6
2009,"Thompson-Okanagan, British Columbia",152.2
2009,"Toronto, Ontario",1536.6
2009,"Vancouver Island and Coast, British Columbia",228.3
2009,"West Coast-Northern Peninsula-Labrador, Newfoundland and Labrador",37.9
2009,"Windsor-Sarnia, Ontario",191.5
2009,"Winnipeg, Manitoba",164.0
2009,"Wood Buffalo-Cold Lake, Alberta",21.1
2009,"Yorkton-Melville, Saskatchewan",22.8
2009,Yukon,6.6
2010,"Abitibi-Témiscamingue, Quebec",43.2
2010,Alberta,802.2
2010,"Annapolis Valley, Nova Scotia",40.3
2010,"Avalon Peninsula, Newfoundland and Labrador",78.7
2010,"Banff-Jasper-Rocky Mountain House and Athabasca-Grande Prairie-Peace River, Alberta",64.6
2010,"Bas-Saint-Laurent, Quebec",69.5
2010,British Columbia,1258.3
2010,"Calgary, Alberta",278.2
2010,"Campbellton-Miramichi, New Brunswick",61.2
2010,"Camrose-Drumheller, Alberta",43.7
2010,Canada,9123.1
2010,"Cape Breton, Nova Scotia",49.2
2010,"Capitale-Nationale, Quebec",198.2
2010,"Cariboo, British Columbia",39.8
2010,"Centre-du-Québec, Quebec",75.6
2010,"Chaudière-Appalaches, Quebec",107.6
2010,"Côte-Nord and Nord-du-Québec, Quebec",33.2
2010,"Edmonton, Alberta",283.2
2010,"Edmundston-Woodstock, New Brunswick",23.6
2010,"Estrie, Quebec",98.4
2010,"Fredericton-Oromocto, New Brunswick",31.7
2010,"Gaspésie-Îles-de-la-Madeleine, Quebec",36.7
2010,"Halifax, Nova Scotia",96.0
2010,"Hamilton-Niagara Peninsula, Ontario",399.0
2010,"Interlake, Manitoba",21.8
2010,"Kingston-Pembroke, Ontario",149.1
2010,"Kitchener-Waterloo-Barrie, Ontario",294.9
2010,"Kootenay, British Columbia",49.4
2010,"Lanaudière, Quebec",128.3
2010,"Laurentides, Quebec",147.9
2010,"Laval, Quebec",107.8
2010,"Lethbridge-Medicine Hat, Alberta",71.0
2010,"London, Ontario",179.0
2010,"Lower Mainland-Southwest, British Columbia",754.0
2010,Manitoba,284.4
2010,"Mauricie, Quebec",95.2
2010,"Moncton-Richibucto, New Brunswick",56.7
2010,"Montréal, Quebec",551.8
2010,"Montérégie, Quebec",386.9
2010,"Muskoka-Kawarthas, Ontario",125.3
2010,New Brunswick,223.3
2010,Newfoundland and Labrador,176.2
2010,"North Coast and Nechako, British Columbia",22.3
2010,"North Shore, Nova Scotia",52.5
2010,"Northeast, British Columbia",11.8
2010,"Northeast, Ontario",184.6
2010,Northwest Territories,8.8
2010,"Northwest, Ontario",67.5
2010,Nova Scotia,276.8
2010,Nunavut,7.4
2010,Ontario,3551.4
2010,"Ottawa, Ontario",311.0
2010,"Outaouais, Quebec",96.8
2010,"Parklands and Northern, Manitoba",19.0
2010,"Prince Albert and Northern, Saskatchewan",50.5
2010,Prince Edward Island,37.8
2010,Quebec,2273.2
2010,"Red Deer, Alberta",40.4
2010,"Regina-Moose Mountain, Saskatchewan",65.4
2010,"Saguenay-Lac-Saint-Jean, Quebec",96.1
2010,"Saint John-St. Stephen, New Brunswick",50.2
2010,Saskatchewan,239.5
2010,"Saskatoon-Biggar, Saskatchewan",74.0
2010,"South Central and North Central, Manitoba",24.7
2010,"South Coast-Burin Peninsula and Notre Dame-Central Bonavista Bay, Newfoundland and Labrador",59.6
2010,"Southeast, Manitoba",22.8
2010,"Southern, Nova Scotia",38.8
2010,"Southwest, Manitoba",29.3
2010,"Stratford-Bruce Peninsula, Ontario",86.0
2010,"Swift Current-Moose Jaw, Saskatchewan",28.0
2010,"Thompson-Okanagan, British Columbia",148.4
2010,"Toronto, Ontario",1562.4
2010,"Vancouver Island and Coast, British Columbia",232.6
2010,"West Coast-Northern Peninsula-Labrador, Newfoundland and Labrador",37.9
2010,"Windsor-Sarnia, Ontario",192.5
2010,"Winnipeg, Manitoba",166.8
2010,"Wood Buffalo-Cold Lake, Alberta",21.1
2010,"Yorkton-Melville, Saskatchewan",21.7
2010,Yukon,7.1
2011,"Abitibi-Témiscamingue, Quebec",40.7
2011,Alberta,797.6
2011,"Annapolis Valley, Nova Scotia",41.2
2011,"Avalon Peninsula, Newfoundland and Labrador",78.2
2011,"Banff-Jasper-Rocky Mountain House and Athabasca-Grande Prairie-Peace River, Alberta",63.2
2011,"Bas-Saint-Laurent, Quebec",70.5
2011,British Columbia,1293.7
2011,"Calgary, Alberta",285.2
2011,"Campbellton-Miramichi, New Brunswick",58.3
2011,"Camrose-Drumheller, Alberta",44.9
2011,Canada,9293.7
2011,"Cape Breton, Nova Scotia",48.8
2011,"Capitale-Nationale, Quebec",194.8
2011,"Cariboo, British Columbia",39.0
2011,"Centre-du-Québec, Quebec",75.9
2011,"Chaudière-Appalaches, Quebec",105.8
2011,"Côte-Nord and Nord-du-Québec, Quebec",34.7
2011,"Edmonton, Alberta",272.4
2011,"Edmundston-Woodstock, New Brunswick",25.9
2011,"Estrie, Quebec",94.4
2011,"Fredericton-Oromocto, New Brunswick",36.9
2011,"Gaspésie-Îles-de-la-Madeleine, Quebec",35.8
2011,"Halifax, Nova Scotia",98.2
2011,"Hamilton-Niagara Peninsula, Ontario",401.8
2011,"Interlake, Manitoba",21.2
2011,"Kingston-Pembroke, Ontario",137.3
2011,"Kitchener-Waterloo-Barrie, Ontario",290.8
2011,"Kootenay, British Columbia",47.7
2011,"Lanaudière, Quebec",123.3
2011,"Laurentides, Quebec",151.2
2011,"Laval, Quebec",113.3
2011,"Lethbridge-Medicine Hat, Alberta",71.4
2011,"London, Ontario",182.9
2011,"Lower Mainland-Southwest, British Columbia",766.3
2011,Manitoba,292.2
2011,"Mauricie, Quebec",94.0
2011,"Moncton-Richibucto, New Brunswick",57.7
2011,"Montréal, Quebec",577.3
2011,"Montérégie, Quebec",410.2
2011,"Muskoka-Kawarthas, Ontario",124.3
2011,New Brunswick,227.8
2011,Newfoundland and Labrador,175.3
2011,"North Coast and Nechako, British Columbia",20.2
2011,"North Shore, Nova Scotia",52.2
2011,"Northeast, British Columbia",12.7
2011,"Northeast, Ontario",179.0
2011,Northwest Territories,7.5
2011,"Northwest, Ontario",67.7
2011,Nova Scotia,281.5
2011,Nunavut,7.3
2011,Ontario,3622.6
2011,"Ottawa, Ontario",326.4
2011,"Outaouais, Quebec",97.9
2011,"Parklands and Northern, Manitoba",19.7
2011,"Prince Albert and Northern, Saskatchewan",51.5
2011,Prince Edward Island,37.9
2011,Quebec,2316.6
2011,"Red Deer, Alberta",40.1
2011,"Regina-Moose Mountain, Saskatchewan",65.2
2011,"Saguenay-Lac-Saint-Jean, Quebec",96.8
2011,"Saint John-St. Stephen, New Brunswick",49.1
2011,Saskatchewan,248.5
2011,"Saskatoon-Biggar, Saskatchewan",80.5
2011,"South Central and North Central, Manitoba",26.2
2011,"South Coast-Burin Peninsula and Notre Dame-Central Bonavista Bay, Newfoundland and Labrador",59.6
2011,"Southeast, Manitoba",25.2
2011,"Southern, Nova Scotia",41.1
2011,"Southwest, Manitoba",25.8
2011,"Stratford-Bruce Peninsula, Ontario",80.1
2011,"Swift Current-Moose Jaw, Saskatchewan",29.5
2011,"Thompson-Okanagan, British Columbia",156.9
2011,"Toronto, Ontario",1634.1
2011,"Vancouver Island and Coast, British Columbia",250.9
2011,"West Coast-Northern Peninsula-Labrador, Newfoundland and Labrador",37.5
2011,"Windsor-Sarnia, Ontario",198.2
2011,"Winnipeg, Manitoba",174.1
2011,"Wood Buffalo-Cold Lake, Alberta",20.4
2011,"Yorkton-Melville, Saskatchewan",21.9
2011,Yukon,6.3
2012,"Abitibi-Témiscamingue, Quebec",43.8
2012,Alberta,818.2
2012,"Annapolis Valley, Nova Scotia",40.1
2012,"Avalon Peninsula, Newfoundland and Labrador",73.0
2012,"Banff-Jasper-Rocky Mountain House and Athabasca-Grande Prairie-Peace River, Alberta",69.3
2012,"Bas-Saint-Laurent, Quebec",66.4
2012,British Columbia,1316.4
2012,"Calgary, Alberta",289.7
2012,"Campbellton-Miramichi, New Brunswick",58.8
2012,"Camrose-Drumheller, Alberta",46.8
2012,Canada,9473.8
2012,"Cape Breton, Nova Scotia",48.0
2012,"Capitale-Nationale, Quebec",193.8
2012,"Cariboo, British Columbia",35.3
2012,"Centre-du-Québec, Quebec",79.3
2012,"Chaudière-Appalaches, Quebec",116.1
2012,"Côte-Nord and Nord-du-Québec, Quebec",35.9
2012,"Edmonton, Alberta",277.1
2012,"Edmundston-Woodstock, New Brunswick",24.5
2012,"Estrie, Quebec",104.2
2012,"Fredericton-Oromocto, New Brunswick",38.6
2012,"Gaspésie-Îles-de-la-Madeleine, Quebec",37.5
2012,"Halifax, Nova Scotia",99.8
2012,"Hamilton-Niagara Peninsula, Ontario",408.0
2012,"Interlake, Manitoba",22.4
2012,"Kingston-Pembroke, Ontario",144.0
2012,"Kitchener-Waterloo-Barrie, Ontario",312.4
2012,"Kootenay, British Columbia",45.8
2012,"Lanaudière, Quebec",138.2
2012,"Laurentides, Quebec",151.4
2012,"Laval, Quebec",107.8
2012,"Lethbridge-Medicine Hat, Alberta",71.1
2012,"London, Ontario",187.5
2012,"Lower Mainland-Southwest, British Columbia",785.3
2012,Manitoba,295.9
2012,"Mauricie, Quebec",99.0
2012,"Moncton-Richibucto, New Brunswick",57.1
2012,"Montréal, Quebec",586.9
2012,"Montérégie, Quebec",404.1
2012,"Muskoka-Kawarthas, Ontario",134.4
2012,New Brunswick,229.2
2012,Newfoundland and Labrador,168.4
2012,"North Coast and Nechako, British Columbia",22.7
2012,"North Shore, Nova Scotia",48.9
2012,"Northeast, British Columbia",10.9
2012,"Northeast, Ontario",186.1
2012,Northwest Territories,7.3
2012,"Northwest, Ontario",65.1
2012,Nova Scotia,278.0
2012,Nunavut,7.7
2012,Ontario,3721.9
2012,"Ottawa, Ontario",322.9
2012,"Outaouais, Quebec",101.9
2012,"Parklands and Northern, Manitoba",21.0
2012,"Prince Albert and Northern, Saskatchewan",50.9
2012,Prince Edward Island,37.6
2012,Quebec,2357.6
2012,"Red Deer, Alberta",43.2
2012,"Regina-Moose Mountain, Saskatchewan",66.6
2012,"Saguenay-Lac-Saint-Jean, Quebec",91.4
2012,"Saint John-St. Stephen, New Brunswick",50.1
2012,Saskatchewan,250.5
2012,"Saskatoon-Biggar, Saskatchewan",80.4
2012,"South Central and North Central, Manitoba",28.4
2012,"South Coast-Burin Peninsula and Notre Dame-Central Bonavista Bay, Newfoundland and Labrador",58.6
2012,"Southeast, Manitoba",25.1
2012,"Southern, Nova Scotia",41.3
2012,"Southwest, Manitoba",25.0
2012,"Stratford-Bruce Peninsula, Ontario",86.5
2012,"Swift Current-Moose Jaw, Saskatchewan",29.9
2012,"Thompson-Okanagan, British Columbia",156.9
2012,"Toronto, Ontario",1679.9
2012,"Vancouver Island and Coast, British Columbia",259.6
2012,"West Coast-Northern Peninsula-Labrador, Newfoundland and Labrador",36.8
2012,"Windsor-Sarnia, Ontario",195.2
2012,"Winnipeg, Manitoba",174.1
2012,"Wood Buffalo-Cold Lake, Alberta",21.0
2012,"Yorkton-Melville, Saskatchewan",22.6
2012,Yukon,6.7
2013,"Abitibi-Témiscamingue, Quebec",39.3
2013,Alberta,856.8
2013,"Annapolis Valley, Nova Scotia",39.9
2013,"Avalon Peninsula, Newfoundland and Labrador",78.1
2013,"Banff-Jasper-Rocky Mountain House and Athabasca-Grande Prairie-Peace River, Alberta",69.2
2013,"Bas-Saint-Laurent, Quebec",71.8
2013,British Columbia,1361.5
2013,"Calgary, Alberta",308.5
2013,"Campbellton-Miramichi, New Brunswick",54.9
2013,"Camrose-Drumheller, Alberta",47.1
2013,Canada,9609.4
2013,"Cape Breton, Nova Scotia",47.4
2013,"Capitale-Nationale, Quebec",201.2
2013,"Cariboo, British Columbia",39.9
2013,"Centre-du-Québec, Quebec",77.7
2013,"Chaudière-Appalaches, Quebec",115.6
2013,"Côte-Nord and Nord-du-Québec, Quebec",34.6
2013,"Edmonton, Alberta",287.6
2013,"Edmundston-Woodstock, New Brunswick",23.8
2013,"Estrie, Quebec",100.0
2013,"Fredericton-Oromocto, New Brunswick",37.9
2013,"Gaspésie-Îles-de-la-Madeleine, Quebec",36.2
2013,"Halifax, Nova Scotia",102.2
2013,"Hamilton-Niagara Peninsula, Ontario",428.7
2013,"Interlake, Manitoba",24.3
2013,"Kingston-Pembroke, Ontario",145.3
2013,"Kitchener-Waterloo-Barrie, Ontario",309.2
2013,"Kootenay, British Columbia",42.0
2013,"Lanaudière, Quebec",136.4
2013,"Laurentides, Quebec",150.6
2013,"Laval, Quebec",107.6
2013,"Lethbridge-Medicine Hat, Alberta",80.8
2013,"London, Ontario",192.9
2013,"Lower Mainland-Southwest, British Columbia",821.2
2013,Manitoba,302.8
2013,"Mauricie, Quebec",105.5
2013,"Moncton-Richibucto, New Brunswick",59.7
2013,"Montréal, Quebec",576.1
2013,"Montérégie, Quebec",409.7
2013,"Muskoka-Kawarthas, Ontario",139.2
2013,New Brunswick,227.2
2013,Newfoundland and Labrador,170.3
2013,"North Coast and Nechako, British Columbia",23.3
2013,"North Shore, Nova Scotia",52.2
2013,"Northeast, British Columbia",12.0
2013,"Northeast, Ontario",186.2
2013,Northwest Territories,7.5
2013,"Northwest, Ontario",63.5
2013,Nova Scotia,284.2
2013,Nunavut,7.7
2013,Ontario,3758.3
2013,"Ottawa, Ontario",345.8
2013,"Outaouais, Quebec",107.5
2013,"Parklands and Northern, Manitoba",21.6
2013,"Prince Albert and Northern, Saskatchewan",53.2
2013,Prince Edward Island,36.4
2013,Quebec,2361.8
2013,"Red Deer, Alberta",40.5
2013,"Regina-Moose Mountain, Saskatchewan",66.7
2013,"Saguenay-Lac-Saint-Jean, Quebec",91.9
2013,"Saint John-St. Stephen, New Brunswick",50.9
2013,Saskatchewan,250.0
2013,"Saskatoon-Biggar, Saskatchewan",79.5
2013,"South Central and North Central, Manitoba",26.3
2013,"South Coast-Burin Peninsula and Notre Dame-Central Bonavista Bay, Newfoundland and Labrador",56.4
2013,"Southeast, Manitoba",24.7
2013,"Southern, Nova Scotia",42.5
2013,"Southwest, Manitoba",26.5
2013,"Stratford-Bruce Peninsula, Ontario",86.8
2013,"Swift Current-Moose Jaw, Saskatchewan",27.9
2013,"Thompson-Okanagan, British Columbia",163.9
2013,"Toronto, Ontario",1659.1
2013,"Vancouver Island and Coast, British Columbia",259.4
2013,"West Coast-Northern Peninsula-Labrador, Newfoundland and Labrador",35.8
2013,"Windsor-Sarnia, Ontario",201.6
2013,"Winnipeg, Manitoba",179.6
2013,"Wood Buffalo-Cold Lake, Alberta",23.2
2013,"Yorkton-Melville, Saskatchewan",22.7
2013,Yukon,7.3
2014,"Abitibi-Témiscamingue, Quebec",39.7
2014,Alberta,895.5
2014,"Annapolis Valley, Nova Scotia",40.8
2014,"Avalon Peninsula, Newfoundland and Labrador",79.3
2014,"Banff-Jasper-Rocky Mountain House and Athabasca-Grande Prairie-Peace River, Alberta",68.9
2014,"Bas-Saint-Laurent, Quebec",77.1
2014,British Columbia,1404.2
2014,"Calgary, Alberta",329.8
2014,"Campbellton-Miramichi, New Brunswick",56.4
2014,"Camrose-Drumheller, Alberta",50.2
2014,Canada,9856.2
2014,"Cape Breton, Nova Scotia",48.2
2014,"Capitale-Nationale, Quebec",201.4
2014,"Cariboo, British Columbia",36.2
2014,"Centre-du-Québec, Quebec",79.9
2014,"Chaudière-Appalaches, Quebec",112.7
2014,"Côte-Nord and Nord-du-Québec, Quebec",38.5
2014,"Edmonton, Alberta",298.6
2014,"Edmundston-Woodstock, New Brunswick",24.4
2014,"Estrie, Quebec",100.7
2014,"Fredericton-Oromocto, New Brunswick",39.7
2014,"Gaspésie-Îles-de-la-Madeleine, Quebec",34.2
2014,"Halifax, Nova Scotia",106.0
2014,"Hamilton-Niagara Peninsula, Ontario",433.6
2014,"Interlake, Manitoba",22.6
2014,"Kingston-Pembroke, Ontario",147.1
2014,"Kitchener-Waterloo-Barrie, Ontario",316.4
2014,"Kootenay, British Columbia",49.8
2014,"Lanaudière, Quebec",141.1
2014,"Laurentides, Quebec",169.8
2014,"Laval, Quebec",103.9
2014,"Lethbridge-Medicine Hat, Alberta",82.1
2014,"London, Ontario",200.1
2014,"Lower Mainland-Southwest, British Columbia",840.8
2014,Manitoba,314.3
2014,"Mauricie, Quebec",100.3
2014,"Moncton-Richibucto, New Brunswick",58.6
2014,"Montréal, Quebec",601.4
2014,"Montérégie, Quebec",401.8
2014,"Muskoka-Kawarthas, Ontario",125.5
2014,New Brunswick,228.7
2014,Newfoundland and Labrador,172.9
2014,"North Coast and Nechako, British Columbia",24.1
2014,"North Shore, Nova Scotia",54.1
2014,"Northeast, British Columbia",14.3
2014,"Northeast, Ontario",183.1
2014,Northwest Territories,8.3
2014,"Northwest, Ontario",66.5
2014,Nova Scotia,291.4
2014,Nunavut,8.9
2014,Ontario,3850.8
2014,"Ottawa, Ontario",341.0
2014,"Outaouais, Quebec",108.3
2014,"Parklands and Northern, Manitoba",20.4
2014,"Prince Albert and Northern, Saskatchewan",54.0
2014,Prince Edward Island,37.8
2014,Quebec,2402.1
2014,"Red Deer, Alberta",41.3
2014,"Regina-Moose Mountain, Saskatchewan",70.8
2014,"Saguenay-Lac-Saint-Jean, Quebec",91.4
2014,"Saint John-St. Stephen, New Brunswick",49.7
2014,Saskatchewan,258.5
2014,"Saskatoon-Biggar, Saskatchewan",83.1
2014,"South Central and North Central, Manitoba",26.3
2014,"South Coast-Burin Peninsula and Notre Dame-Central Bonavista Bay, Newfoundland and Labrador",57.4
2014,"Southeast, Manitoba",27.5
2014,"Southern, Nova Scotia",42.2
2014,"Southwest, Manitoba",27.6
2014,"Stratford-Bruce Peninsula, Ontario",87.4
2014,"Swift Current-Moose Jaw, Saskatchewan",28.5
2014,"Thompson-Okanagan, British Columbia",163.6
2014,"Toronto, Ontario",1750.9
2014,"Vancouver Island and Coast, British Columbia",275.3
2014,"West Coast-Northern Peninsula-Labrador, Newfoundland and Labrador",36.2
2014,"Windsor-Sarnia, Ontario",199.1
2014,"Winnipeg, Manitoba",189.9
2014,"Wood Buffalo-Cold Lake, Alberta",24.7
2014,"Yorkton-Melville, Saskatchewan",22.1
2014,Yukon,7.0
2015,"Abitibi-Témiscamingue, Quebec",44.6
2015,Alberta,904.7
2015,"Annapolis Valley, Nova Scotia",43.4
2015,"Avalon Peninsula, Newfoundland and Labrador",80.5
2015,"Banff-Jasper-Rocky Mountain House and Athabasca-Grande Prairie-Peace River, Alberta",73.1
2015,"Bas-Saint-Laurent, Quebec",78.2
2015,British Columbia,1419.5
2015,"Calgary, Alberta",331.3
2015,"Campbellton-Miramichi, New Brunswick",57.2
2015,"Camrose-Drumheller, Alberta",53.4
2015,Canada,10001.8
2015,"Cape Breton, Nova Scotia",48.5
2015,"Capitale-Nationale, Quebec",196.2
2015,"Cariboo, British Columbia",41.8
2015,"Centre-du-Québec, Quebec",75.5
2015,"Chaudière-Appalaches, Quebec",119.0
2015,"Côte-Nord and Nord-du-Québec, Quebec",35.8
2015,"Edmonton, Alberta",301.2
2015,"Edmundston-Woodstock, New Brunswick",23.6
2015,"Estrie, Quebec",105.0
2015,"Fredericton-Oromocto, New Brunswick",38.0
2015,"Gaspésie-Îles-de-la-Madeleine, Quebec",35.9
2015,"Halifax, Nova Scotia",109.6
2015,"Hamilton-Niagara Peninsula, Ontario",433.2
2015,"Interlake, Manitoba",26.2
2015,"Kingston-Pembroke, Ontario",160.3
2015,"Kitchener-Waterloo-Barrie, Ontario",325.9
2015,"Kootenay, British Columbia",47.3
2015,"Lanaudière, Quebec",133.0
2015,"Laurentides, Quebec",160.6
2015,"Laval, Quebec",124.3
2015,"Lethbridge-Medicine Hat, Alberta",75.4
2015,"London, Ontario",202.4
2015,"Lower Mainland-Southwest, British Columbia",858.0
2015,Manitoba,313.1
2015,"Mauricie, Quebec",99.3
2015,"Moncton-Richibucto, New Brunswick",61.2
2015,"Montréal, Quebec",581.8
2015,"Montérégie, Quebec",425.7
2015,"Muskoka-Kawarthas, Ontario",144.2
2015,New Brunswick,231.8
2015,Newfoundland and Labrador,172.0
2015,"North Coast and Nechako, British Columbia",21.0
2015,"North Shore, Nova Scotia",50.8
2015,"Northeast, British Columbia",13.2
2015,"Northeast, Ontario",188.0
2015,Northwest Territories,8.0
2015,"Northwest, Ontario",67.9
2015,Nova Scotia,295.3
2015,Nunavut,8.8
2015,Ontario,3959.5
2015,"Ottawa, Ontario",361.0
2015,"Outaouais, Quebec",102.2
2015,"Parklands and Northern, Manitoba",18.0
2015,"Prince Albert and Northern, Saskatchewan",50.7
2015,Prince Edward Island,39.2
2015,Quebec,2409.2
2015,"Red Deer, Alberta",45.3
2015,"Regina-Moose Mountain, Saskatchewan",71.6
2015,"Saguenay-Lac-Saint-Jean, Quebec",92.0
2015,"Saint John-St. Stephen, New Brunswick",51.7
2015,Saskatchewan,257.5
2015,"Saskatoon-Biggar, Saskatchewan",85.7
2015,"South Central and North Central, Manitoba",27.4
2015,"South Coast-Burin Peninsula and Notre Dame-Central Bonavista Bay, Newfoundland and Labrador",55.5
2015,"Southeast, Manitoba",29.7
2015,"Southern, Nova Scotia",43.0
2015,"Southwest, Manitoba",27.8
2015,"Stratford-Bruce Peninsula, Ontario",92.0
2015,"Swift Current-Moose Jaw, Saskatchewan",26.7
2015,"Thompson-Okanagan, British Columbia",164.3
2015,"Toronto, Ontario",1782.6
2015,"Vancouver Island and Coast, British Columbia",273.7
2015,"West Coast-Northern Peninsula-Labrador, Newfoundland and Labrador",36.0
2015,"Windsor-Sarnia, Ontario",201.9
2015,"Winnipeg, Manitoba",184.0
2015,"Wood Buffalo-Cold Lake, Alberta",24.9
2015,"Yorkton-Melville, Saskatchewan",22.7
2015,Yukon,7.4
2016,"Abitibi-Témiscamingue, Quebec",42.3
2016,Alberta,934.3
2016,"Annapolis Valley, Nova Scotia",42.4
2016,"Avalon Peninsula, Newfoundland and Labrador",80.7
2016,"Banff-Jasper-Rocky Mountain House and Athabasca-Grande Prairie-Peace River, Alberta",81.7
2016,"Bas-Saint-Laurent, Quebec",74.6
2016,British Columbia,1398.3
2016,"Calgary, Alberta",342.5
2016,"Campbellton-Miramichi, New Brunswick",58.9
2016,"Camrose-Drumheller, Alberta",53.0
2016,Canada,10146.5
2016,"Cape Breton, Nova Scotia",49.6
2016,"Capitale-Nationale, Quebec",196.5
2016,"Cariboo, British Columbia",42.7
2016,"Centre-du-Québec, Quebec",71.4
2016,"Chaudière-Appalaches, Quebec",122.3
2016,"Côte-Nord and Nord-du-Québec, Quebec",32.7
2016,"Edmonton, Alberta",308.9
2016,"Edmundston-Woodstock, New Brunswick",23.8
2016,"Estrie, Quebec",107.9
2016,"Fredericton-Oromocto, New Brunswick",37.5
2016,"Gaspésie-Îles-de-la-Madeleine, Quebec",36.1
2016,"Halifax, Nova Scotia",113.1
2016,"Hamilton-Niagara Peninsula, Ontario",440.1
2016,"Interlake, Manitoba",26.3
2016,"Kingston-Pembroke, Ontario",152.4
2016,"Kitchener-Waterloo-Barrie, Ontario",345.3
2016,"Kootenay, British Columbia",49.1
2016,"Lanaudière, Quebec",148.4
2016,"Laurentides, Quebec",168.8
2016,"Laval, Quebec",126.0
2016,"Lethbridge-Medicine Hat, Alberta",70.3
2016,"London, Ontario",205.8
2016,"Lower Mainland-Southwest, British Columbia",832.3
2016,Manitoba,324.1
2016,"Mauricie, Quebec",95.0
2016,"Moncton-Richibucto, New Brunswick",63.2
2016,"Montréal, Quebec",579.5
2016,"Montérégie, Quebec",438.0
2016,"Muskoka-Kawarthas, Ontario",147.3
2016,New Brunswick,234.7
2016,Newfoundland and Labrador,175.6
2016,"North Coast and Nechako, British Columbia",21.4
